course_code,course_name,description,credit,course_level,is_compulsory
HFN1O,Food and Nutrition,"This course focuses on guidelines for making nutritious food choices. Students will investigate factors that influence food choices, including beliefs, attitudes, current trends, traditional eating patterns, food-marketing strategies, and individual needs. Students will also explore the environmental impact of a variety of food choices at the local and global level. The course provides students with opportunities to develop food-preparation skills and introduces them to the use of social science research methods in the area of food and nutrition.",1.00,9,FALSE
HFN2O,Food and Nutrition,"This course focuses on guidelines for making nutritious food choices. Students will investigate factors that influence food choices, including beliefs, attitudes, current trends, traditional eating patterns, food-marketing strategies, and individual needs. Students will also explore the environmental impact of a variety of food choices at the local and global level. The course provides students with opportunities to develop food-preparation skills and introduces them to the use of social science research methods in the area of food and nutrition.",1.00,10,FALSE
HFC3M,Food and Culture,"This course focuses on the flavours, aromas, cooking techniques, foods, and cultural traditions of world cuisines. Students will explore the origins of and developments in diverse food traditions. They will demonstrate the ability to cook with ingredients and equipment from a variety of cultures, compare food-related etiquette in many countries and cultures, and explain how Canadian food choices and traditions have been influenced by other cultures. Students will develop practical skills and apply social science research methods while investigating foods and food practices from
around the world.",1.00,11,FALSE
HFC3E,Food and Culture,"This course focuses on the flavours, aromas, cooking techniques, foods, and cultural traditions of world cuisines. Students will demonstrate the ability to cook with ingredients and equipment from a range of cultures, describe food-related etiquette in a variety of countries and cultures, and explore ways in which Canadian food choices and traditions have been influenced by other cultures. Students will have opportunities to develop practical skills and apply research skills as they investigate foods and food practices from around the world.",1.00,11,FALSE
HFA4U,Nutrition and Health,"This course examines the relationships between food, energy balance, and nutritional status; the nutritional needs of individuals at different stages of life; and the role of nutrition in health and disease. Students will evaluate nutrition-related trends and will determine how food choices can promote food security and environmental responsibility. Students will learn about healthy eating, expand their repertoire of food-preparation techniques, and develop their social science research skills by investigating issues related to nutrition and health.",1.00,12,FALSE
HFA4C,Nutrition and Health,"This course focuses on the relationship between nutrition and health at different stages of life and on global issues related to food production. Students will investigate the role of nutrition in health and disease and assess strategies for promoting food security and environmental responsibility. Students will learn about healthy eating, expand their repertoire of food-preparation techniques, and refine their ability to use social science research and inquiry methods to investigate topics related to nutrition and health.",1.00,12,FALSE
HFL4E,Food and Healthy Living,"This course focuses on the fundamental food needs of young adults. Students will learn how to stock a kitchen, make nutritious food choices, and accommodate the food needs of others. Through a range of practical experiences, they will develop skills needed in food preparation for personal use and for employment in the food industry. They will also learn about dining etiquette in different contexts and about responsible consumer practices. Students will use social science research methods to investigate issues related to food preparation and nutrition.",1.00,12,FALSE
HFA4C,Nutrition and Health,"This course focuses on the relationship between nutrition and health at different stages of life and on global issues related to food production. Students will investigate the role of nutrition in health and disease and assess strategies for promoting food security and environmental responsibility. Students will learn about healthy eating, expand their repertoire of food-preparation techniques, and refine their ability to use social science research and inquiry methods to investigate topics related to nutrition and health.",1.00,12,FALSE
HFL4E,Food and Healthy Living,"This course focuses on the fundamental food needs of young adults. Students will learn how to stock a kitchen, make nutritious food choices, and accommodate the food needs of others. Through a range of practical experiences, they will develop skills needed in food preparation for personal use and for employment in the food industry. They will also learn about dining etiquette in different contexts and about responsible consumer practices. Students will use social science research methods to investigate issues related to food preparation and nutrition.",1.00,12,FALSE
HHD3O,Dynamics of Human Relationships,"This course focuses on helping students understand the individual and group factors that contribute to healthy relationships. Students will examine the connections between their own self-concept and their interpersonal relationships. They will learn and practise strategies for developing and maintaining healthy relationships with friends, family, and community members, as well as with partners in intimate relationships. Students will use research and inquiry skills to investigate topics related to healthy relationships.",1.00,11,FALSE
HHS4U,Families in Canada,"This course enables students to draw on sociological, psychological, and anthropological theories and research to analyse the development of individuals, intimate relationships, and family and parent-child relationships. Students will focus on issues and challenges facing individuals and families in Canada’s diverse society. They will develop analytical tools that enable them to assess various factors affecting families and to consider policies and practices intended to support families in Canada. They will develop the investigative skills required to conduct and communicate the results of research on individuals, intimate relationships, and parent-child relationships.",1.00,12,FALSE
HHS4C,Families in Canada,"This course enables students to develop an understanding of social science theories as they apply to individual development, the development of intimate relationships, and family and parent-child relationships. Students will explore a range of issues relating to the development of individuals and families in contemporary Canadian society as well as in other cultures and historical periods. They will develop the investigative skills required to conduct research on individuals, intimate relationships, and parent-child roles and relationships in Canada.",1.00,12,FALSE
HHG4M,Human Development throughout the Lifespan,"This course offers a multidisciplinary approach to the study of human development throughout the lifespan. Students will learn about a range of theoretical perspectives on human development. They will examine threats to healthy development as well as protective factors that promote resilience. Students will learn about physical, cognitive, and social-emotional development from the prenatal period through old age and will develop their research and inquiry skills by investigating issues related to human development.",1.00,12,FALSE
HIP4O,Personal Life Management,"This course focuses on preparing students for living independently and working successfully with others. Students will learn to manage their personal resources to meet their basic needs for food, clothing, and housing. They will also learn about their personal, legal, and financial responsibilities and develop and apply interpersonal skills in order to make wise and responsible personal and occupational choices. Students will apply research and inquiry skills while investigating topics related to personal life management. The course emphasizes the achievement of expectations through practical experiences.",1.00,12,FALSE
HPW3C,Working With Infants and Young Children,"This course prepares students for occupations involving children from birth to six years of age. Students will study theories about child behaviour and development, and will have opportunities for research and observation and for practical experiences with young children. Students will become familiar with occupational opportunities and requirements related to working with infants and young children. They will also have opportunities to develop research and critical-thinking skills as they investigate and evaluate current research about early childhood education.",1.00,11,FALSE
HPC3O,Raising Healthy Children,"This course focuses on the skills and knowledge parents, guardians, and caregivers need, with particular emphasis on maternal health, pregnancy, birth, and the early years of human development (birth to six years old). Through study and practical experience, students will learn how to meet the developmental needs of young children, communicate with them, and effectively guide their early behaviour. Students will develop their research skills through investigations related to caregiving and child rearing.",1.00,11,FALSE
HPD4C,Working With School-Age Children and Adolescents,"This course prepares students for occupations involving school-age children and adolescents. Students will study a variety of theories about child behaviour and development, and will have opportunities for research and observation and for practical experiences with older children. Students will become familiar with occupational opportunities and requirements related to working with older children and adolescents. They will develop research skills used in investigating child and adolescent behaviour and development.",1.00,12,FALSE
HSP3U,"Introduction to Anthropology, Psychology, and Sociology","This course provides students with opportunities to think critically about theories, questions, and issues related to anthropology, psychology, and sociology. Students will develop an understanding of the approaches and research methods used by social scientists. They will be given opportunities to explore theories from a variety of perspectives, to conduct social science research, and to become familiar with current thinking on a range of issues within the three disciplines.",1.00,11,FALSE
HSP3C,"Introduction to Anthropology, Psychology, and Sociology","This course introduces students to theories, questions, and issues related to anthropology, psychology, and sociology. Students learn about approaches and research methods used by social scientists. Students will be given opportunities to apply theories from a variety of perspectives, to conduct social science research, and to become familiar with current issues within the three disciplines.",1.00,11,FALSE
HSB4U,Challenge and Change in Society,"This course focuses on the use of social science theories, perspectives, and methodologies to investigate and explain shifts in knowledge, attitudes, beliefs, and behaviour and their impact on society. Students will critically analyse how and why cultural, social, and behavioural patterns change over time. They will explore the ideas of social theorists and use those ideas to analyse causes of and responses to challenges such as technological change, deviance, and global inequalities. Students will explore ways in which social science research methods can be used to study social change.",1.00,12,FALSE
HZB3M,Philosophy: The Big Questions,"This course encourages exploration of philosophy’s big questions, such as: What is a meaningful life? What separates right from wrong? What constitutes knowledge? What makes something beautiful? What is a just society? Students will develop critical thinking and philosophical reasoning skills as they identify and analyse the responses of philosophers to the big questions and formulate their own responses to them. Students will explore the relevance of philosophical questions to society and to their everyday life. They will develop research and inquiry skills as they investigate various topics in philosophy.",1.00,11,FALSE
HRT3M,"World Religions and Belief
Traditions: Perspectives, Issues,
and Challenges","This course provides students with opportunities to explore various world religions and belief traditions. Students will develop knowledge of the terms and concepts relevant to this area of study, will examine the ways in which religions and belief traditions meet various human needs, and will learn about the relationship between belief and action. They will examine sacred writings and teachings, consider how concepts of time and place influence different religions and belief traditions, and develop research and inquiry skills related to the study of human expressions of belief.",1.00,11,FALSE
HRF3O,World Religions and Belief Traditions in Daily Life,"This course enables students to study world religions and belief traditions in local, Canadian, and global contexts. Students will explore aspects of the human quest for meaning and will examine world religions and belief traditions as exemplified in various sacred teachings and principles, rites, and passages. They will also study the interaction throughout history between society and various belief traditions, and will have opportunities to develop research and inquiry skills related to the study of world religions and belief traditions.",1.00,11,FALSE
HZT4U,Philosophy: Questions and Theories,"This course enables students to acquire an understanding of the nature of philosophy and philosophical reasoning skills and to develop and apply their knowledge and skills while exploring specialized branches of philosophy (the course will cover at least three of the following branches: metaphysics, ethics, epistemology, philosophy of science, social and political philosophy, aesthetics). Students will develop critical thinking and philosophical reasoning skills as they formulate and evaluate arguments related to a variety of philosophical questions and theories. They will also develop research and inquiry skills related to the study and practice of philosophy.",1.00,12,FALSE
PPL1O,Healthy Active Living Education,"This course equips students with the knowledge and skills they need to make healthy choices now and lead healthy, active lives in the future. Through participation in a wide range of physical activities, students develop knowledge and skills related to movement competence and personal fitness that provide a foundation for active living. Students also acquire an understanding of the factors and skills that contribute to healthy development and learn how their own well-being is affected by, and affects, the world around them. Students build their sense of self, learn to interact positively with others, and develop their ability to think critically and creatively.",1.00,9,TRUE
PPL2O,Healthy Active Living Education,"This course enables students to further develop the knowledge and skills they need to make healthy choices now and lead healthy, active lives in the future. Through participation in a wide range of physical activities, students develop knowledge and skills related to movement competence and personal fitness that provide a foundation for active living. Students also acquire an understanding of the factors and skills that contribute to healthy development and learn how their own well-being is affected by, and affects, the world around them. Students build their sense of self, learn to interact positively with others, and develop their ability to think critically and creatively.",1.00,10,FALSE
PPL3O,Healthy Active Living Education,"This course enables students to further develop the knowledge and skills they need to make healthy choices now and lead healthy, active lives in the future. Through participation in a wide range of physical activities and exposure to a broader range of activity settings, students enhance their movement competence, personal fitness, and confidence. Students also acquire an understanding of the factors and skills that contribute to healthy development and learn how their own well-being is affected by, and affects, the world around them. Students build their sense of self, learn to interact positively with others, and develop their ability to think critically and creatively.",1.00,11,FALSE
PPL4O,Healthy Active Living Education,"This course enables students to further develop the knowledge and skills they need to make healthy choices. It places special emphasis on how students can maintain the habits of healthy, active living throughout their lives as they make the transition to adulthood and independent living. Through participation in a wide range of physical activities in a variety of settings, students can enhance their movement competence, personal fitness, and confidence. Students also acquire an understanding of the factors and skills that contribute to healthy development and learn how their own well-being is affected by, and affects, the world around them. Students build their sense of self, learn to interact positively with others, and develop their ability to think critically and creatively.",1.00,12,FALSE
PPZ3C,Health for Life,"This course enables students to examine the factors that influence their own health practices and behaviours as well as those factors that contribute to the development of healthy communities. It emphasizes the concept of wellness, which addresses all aspects of well-being – physical, cognitive, emotional, spiritual, and social – and promotes healthy eating, physical activity, and building and maintaining a positive sense of self. Students will develop the skills necessary to make healthy choices and create a personal wellness plan. They will also design initiatives that encourage others to lead healthy, active lives. The course prepares students for college programs in health sciences, fitness, wellness, and health promotion.",1.00,11,FALSE
PSK4U,Introductory Kinesiology,"This course focuses on the study of human movement and of systems, factors, and principles involved in human development. Students will learn about the effects of physical activity on health and performance, the evolution of physical activity and sport, and the physiological, psychological, and social factors that influence an individual’s participation in physical activity and sport. The course prepares students for university programs in physical education and health, kinesiology, health sciences, health studies, recreation, and sports administration.",1.00,12,FALSE
PLF4M,Recreation and Healthy Active Living Leadership,"This course enables students to explore the benefits of lifelong participation in active recreation and healthy leisure and to develop the leadership and coordinating skills needed to plan, organize, and safely implement recreational events and other activities related to healthy, active living. Students will also learn how to promote the benefits of healthy, active living to others through mentoring and assisting them in making informed decisions that enhance their well-being. The course will prepare students for university programs in physical education and health and kinesiology and for college and university programs in recreation and leisure management, fitness and health promotion, and fitness leadership.",1.00,12,FALSE
NAC1O,"Expressions of First Nations, Métis, and Inuit Cultures","This course explores various arts disciplines (dance, drama, installation and performance art, media arts, music, storytelling, utilitarian or functional art, visual arts), giving students the opportunity to create, present, and analyse art works, including integrated art works/ productions, that explore or reflect First Nations, Métis, and Inuit perspectives and cultures. Students will examine the interconnected relationships between art forms and individual and cultural identities, histories, values, protocols, and ways of knowing and being. They will demonstrate innovation as they learn and apply art-related concepts, methods, and conventions, and acquire skills that are transferable beyond the classroom. Students will use the creative process and responsible practices to explore solutions to creative arts challenges.
",1.00,12,FALSE
NAC2O,"First Nations, Métis, and Inuit in Canada","This course explores the histories of First Nations and Inuit in Canada from precontact, as well as Métis from their beginnings, to the present day. Students will examine the continuing impact of past social, cultural, economic, political, and legal trends and developments on First Nations, Métis and Inuit individuals and communities. Students will apply the concepts of historical thinking and the historical inquiry process to investigate a range of issues, events, and interactions that have affected First Nations, Métis, and Inuit individuals and communities, including those that continue to affect relations between Indigenous and non-Indigenous peoples in Canada.",1.00,12,FALSE
NDA3M,"Contemporary First Nations, Métis, and Inuit Issues and Perspectives","This course explores existing and emerging issues of local, regional, and national importance to First Nations, Métis, and Inuit in Canada. Students will analyse diverse perspectives on issues and events related to land, community, governance, identity, culture, and global trends. Using the concepts of political thinking and the tools of political inquiry, students will explore their own and others’ ideas and investigate issues to determine what needs to change and why. Students are also given the opportunity to develop their own problem-solving strategies to address an issue of their choice.",1.00,12,FALSE
NBE3U,"English: Understanding Contemporary First Nations, Métis, and Inuit Voices","This course explores the themes, forms, and stylistic elements of a variety of literary, informational, graphic, oral, cultural, and media text forms emerging from First Nations, Métis, and Inuit cultures in Canada, and also examines the perspectives and influence of texts that relate to those cultures. In order to fully understand contemporary text forms and their themes of identity, relationship, and self-determination, sovereignty, or self-governance, students will analyse the changing use of text forms by Indigenous authors/creators from various periods and cultures in expressing ideas related to these themes. Students will also create oral, written, and media texts to explore their own ideas and understanding, focusing on the development of literacy, communication, and critical and creative thinking skills necessary for success in academic and daily life. The course is intended to prepare students for the compulsory Grade 12 English university or college preparation course.",1.00,12,TRUE
NBE3C,"English: Understanding Contemporary First Nations, Métis, and Inuit Voices","This course explores the themes, forms, and stylistic elements of literary, informational, graphic, oral, cultural, and media text forms emerging from First Nations, Métis, and Inuit cultures in Canada, and also looks at the perspectives and influences of texts that relate to those cultures. In order to understand contemporary text forms and their themes of identity, relationship, and self-determination, sovereignty, or self-governance, students will study the use of text forms by Indigenous authors/creators from other periods in expressing ideas related to these themes. Students will also create oral, written, and media texts to explore their own ideas and understanding, focusing on the development of literacy, communication, and critical and creative thinking skills necessary for success in academic and daily life. The course is intended to prepare students for the compulsory Grade 12 English college preparation course.",1.00,12,FALSE
NBE3E,"English: Understanding Contemporary First Nations, Métis, and Inuit Voices","This course explores themes, forms, and stylistic elements of literary, informational, graphic, oral, cultural, and media texts emerging from First Nations, Métis, and Inuit cultures in Canada, as well as some texts that relate to those cultures. In order to better understand contemporary texts, students will explore connections between traditional and contemporary text forms and cultural and community aspects of identity, relationships, and self-determination, sovereignty, or self-governance. Students will also create oral, written, and media texts focusing on the development of literacy, communication, and critical thinking skills necessary for success in the workplace and daily life. The course is intended to prepare students for the compulsory Grade 12 English workplace preparation course.",1.00,12,FALSE
NBV3C,"World Views and Aspirations of First Nations, Métis, and Inuit Communities in Canada","This course explores the diverse knowledge, world views, and aspirations that shape the actions of First Nations, Métis, and Inuit individuals and communities in Canada. Students will examine the historical and contemporary context of those beliefs, values, aspirations, and actions, including the impact of colonization and decolonization. Students will explore the factors that shape world views to develop an understanding of how acknowledging diverse cultures, values, and ways of knowing contributes to truth, reconciliation, and renewed nation-to-nation relationships. Students are also given the opportunity to develop their own problem-solving strategies to build mutual understanding related to First Nations, Métis, and Inuit world views and aspirations.",1.00,12,FALSE
NBV3E,"World Views and Aspirations of First Nations, Métis, and Inuit Communities in Canada","This course explores diverse knowledge, world views, and aspirations that shape the actions of First Nations, Métis, and Inuit individuals and communities in Canada. Students will examine issues of identity facing First Nations, Métis, and Inuit individuals and communities with respect to changing relationships with the land, nature, one another, and Canada. Students will explore their own and others’ world views, and the factors that shape world views over time, to develop an understanding of how traditional and contemporary beliefs and values influence the aspirations and practices of First Nations, Métis, and Inuit communities. Students are given the opportunity to develop further understanding about the impacts of colonization and how reconciling diverse knowledge, world views, and aspirations contributes to a call for societal understanding.",1.00,12,FALSE
NDW4M,Contemporary Indigenous Issues and Perspectives in a Global Context,"This course examines global issues from the perspectives of Indigenous peoples. Students will explore the depth and diversity of Indigenous cultures, traditions, and knowledge. Students will consider how diverse Indigenous communities persevere despite current global environmental and economic trends, and will investigate topics such as identity, social justice, human rights, spirituality, resilience, and advocacy for change.",1.00,12,FALSE
NDG4M,"First Nations, Métis, and Inuit Governance in Canada","This course explores aspects of First Nations, Métis, and Inuit governance in Canada as well as laws, policies, and judicial decisions that have affected and continue to affect the lives of Indigenous peoples in this country. Students will investigate historical and contemporary relations between First Nations, Métis, and Inuit communities and colonial, federal, and provincial/territorial governments and will develop their understanding of Indigenous rights in Canada. Students will examine how traditional values and cultural practices inform models of Indigenous governance and leadership as they explore strategies being used to revitalize and strengthen First Nations, Métis, and Inuit sovereignty, self-governance, and self-determination in Canada.",1.00,12,FALSE
OLC4O,Ontario Secondary School Literacy,The Ontario Secondary School Literacy Course (OSSLC) is a full-credit Grade 12 course that is offered as a part of the English program to provide students with intensive support in achieving the required reading and writing competencies. The reading and writing competencies required by the Ontario Secondary School Literacy Test (OSSLT) form the instructional assessment core of the course.,1.00,12,FALSE
PLE,Equivalent Credits,"Equivalent Credits for transform mid grade is total credits, final grade is compulsory Credits",1.00,12,FALSE
TGJ2O,Communications Technology,"This course provides students with the knowledge and skills they need to use a variety of communication technologies. Students will learn how to use a variety of communication technologies to create, edit, and publish digital media. They will also learn how to use a variety of communication technologies to communicate with others. Students will develop their research and inquiry skills as they investigate topics related to communications technology.",1.00,10,FALSE
AMI1O,Instrumental Music,"This course provides students with the knowledge and skills they need to work in the agriculture industry. Students will learn about the history of agriculture, the different types of agriculture, and the different types of agriculture products. They will also learn about the different types of agriculture products and the different types of agriculture products. Students will develop their research and inquiry skills as they investigate topics related to agriculture.",1.00,9,FALSE
AMI2O,Instrumental Music,"This course provides students with the knowledge and skills they need to work in the agriculture industry. Students will learn about the history of agriculture, the different types of agriculture, and the different types of agriculture products. They will also learn about the different types of agriculture products and the different types of agriculture products. Students will develop their research and inquiry skills as they investigate topics related to agriculture.",1.00,10,FALSE
AWL3O,Visual Arts: Non-Traditional Media,"This course provides students with the knowledge and skills they need to work in the agriculture industry. Students will learn about the history of agriculture, the different types of agriculture, and the different types of agriculture products. They will also learn about the different types of agriculture products and the different types of agriculture products. Students will develop their research and inquiry skills as they investigate topics related to agriculture.",1.00,11,FALSE
AWL4M,Visual Arts: Non-Traditional Media,"This course provides students with the knowledge and skills they need to work in the agriculture industry. Students will learn about the history of agriculture, the different types of agriculture, and the different types of agriculture products. They will also learn about the different types of agriculture products and the different types of agriculture products. Students will develop their research and inquiry skills as they investigate topics related to agriculture.",1.00,12,FALSE
AWQ2O,Visual Arts: Photography,"This course provides students with the knowledge and skills they need to work in the agriculture industry. Students will learn about the history of agriculture, the different types of agriculture, and the different types of agriculture products. They will also learn about the different types of agriculture products and the different types of agriculture products. Students will develop their research and inquiry skills as they investigate topics related to agriculture.",1.00,10,FALSE
AWU3M,Visual Arts,"This course provides students with the knowledge and skills they need to work in the agriculture industry. Students will learn about the history of agriculture, the different types of agriculture, and the different types of agriculture products. They will also learn about the different types of agriculture products and the different types of agriculture products. Students will develop their research and inquiry skills as they investigate topics related to agriculture.",1.00,11,FALSE
EPS3O,Presentation and Speaking Skills,"This course provides students with the knowledge and skills they need to work in the agriculture industry. Students will learn about the history of agriculture, the different types of agriculture, and the different types of agriculture products. They will also learn about the different types of agriculture products and the different types of agriculture products. Students will develop their research and inquiry skills as they investigate topics related to agriculture.",1.00,11,FALSE
TGJ1O,Communications Technology,"This course provides students with the knowledge and skills they need to work in the agriculture industry. Students will learn about the history of agriculture, the different types of agriculture, and the different types of agriculture products. They will also learn about the different types of agriculture products and the different types of agriculture products. Students will develop their research and inquiry skills as they investigate topics related to agriculture.",1.00,10,FALSE
